exact_merge_group_id,exact_merge_group_name,ministry,catalog,n_rows,header_signature,sample_titles
740,Juveniles Apprehended Under IPC Crimes By Sex and age-group,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Juveniles apprehended under IPC Crimes by sex and age-group,2,"Year,CRIME HEAD,Boys 712 Years,Girls 712 Years,Boys 1216 Years,Girls 1216 Years,Boys 1618 Years,Girls 1618 Years,Total for boys all Age Groups,Total for girls all Age Groups,Grand total",Juveniles Apprehended Under IPC Crimes By Sex and age-group in India during 2001-2012 | Juveniles Apprehended Under IPC Crimes By Sex and age-group in India during 2013
741,Juveniles Apprehended Under SLL Crimes By Sex and age-group,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Juveniles apprehended under SLL Crimes By sex and age-group,2,"Year,CRIME HEAD,Boys 712 Years,Girls 712 Years,Boys 1216 Years,Girls 1216 Years,Boys 1618 Years,Girls 1618 Years,Total for boys all Age Groups,Total for girls all Age Groups,Grand total",Juveniles Apprehended Under SLL Crimes By Sex and age-group in India during 2001-2012 | Juveniles Apprehended Under SLL Crimes By Sex and age-group in India during 2013
742,Kinds of goods/vocational activities and gross value of goods produced by inmates,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Kinds of goods/vocational activities and gross value of goods produced by inmates,2,"STATE/UT,YEAR,Vocation/Activity,Gross Value of Sale Proceeds / Earning In Rs.",Kinds of goods/vocational activities and gross value of goods produced by inmates during 2001-2012 | Kinds of goods/vocational activities and gross value of goods produced by inmates during 2013
743,Motives of murder,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Motives of murder,2,"STATE,YEAR,Gain,Property Dispute,Personal Vendetta or Enemity,Love Affairs/ Sexual relations,Dowry,Lunacy,Witchcraft,Communalism,Casteism,Class Conflict,Political Reasons,Terrorists/ Extremists,Other Causes,Total",Motives of murder during 2001-2012 | Motives of murder during 2013
744,Offenders Relation And Proximity To Rape Victims,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Offenders Relation And Proximity To Rape Victims,2,"STATE/UT,YEAR,No. Of Cases In Which Offenders Were Known To The Victims,No. Of Cases In Which Offenders Were Parents / Close Family Members,No. Of Cases In Which Offenders Were Relatives,No. Of Cases In Which Offenders Were Neighbours,No. Of Cases In Which Offenders Were Other Known Persons",Offenders Relation And Proximity To Rape Victims 2001-2012 | Offenders Relation And Proximity To Rape Victims during 2013
745,Persons arrested and their disposal by police and court under Indian Penal Code (IPC) crimes,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Persons arrested and their disposal by police and court under Indian Penal Code (IPC) crimes,2,"STATE/UT,CRIME HEAD,Persons in custody or on bail during the stage of investigation at the beginning of the year,Persons arrested during the year,Persons released or freed by Police or Magistrate before trial for want of evidence or any other reason,Persons in custody or on bail during the stage of investigation at the end of the year,Persons in whose cases charge sheets were laid during the year,Persons under trial at the beginning of the year,Total number of persons under trial during the year",Persons arrested and their disposal by police and court under Indian Penal Code (IPC) crimes during 2012 | Persons arrested and their disposal by police and court under Indian Penal Code (IPC) crimes during 2013
746,Persons arrested and their disposal by police and court under Special and Local Laws (SLL) crimes,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Persons arrested and their disposal by police and court under Special and Local Laws (SLL) crimes,2,"STATE/UT,CRIME HEAD,Persons in custody or on bail during the stage of investigation at the beginning of the year,Persons arrested during the year,Persons released or freed by Police or Magistrate before trial for want of evidence or any other reason,Persons in custody or on bail during the stage of investigation at the end of the year,Persons in whose cases charge sheets were laid during the year,Persons under trial at the beginning of the year,Total number of persons under trial during the year",Persons arrested and their disposal by police and court under Special and Local Laws (SLL) crimes during 2012 | Persons arrested and their disposal by police and court under Special and Local Laws (SLL) crimes during 2013
747,Persons arrested and their disposal by police and court under crime against children,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Persons arrested and their disposal by police and court under crime against children,2,"STATE/UT,CRIME HEAD,Persons in custody or on bail during the stage of investigation at the beginning of the year,Persons arrested during the year,Persons released or freed by Police or Magistrate before trial for want of evidence or any other reason,Persons in custody or on bail during the stage of investigation at the end of the year,Persons in whose cases charge sheets were laid during the year,Persons under trial at the beginning of the year,Total number of persons under trial during the year",Persons arrested and their disposal by police and court under crime against children during 2012 | Persons arrested and their disposal by police and court under crime against children during 2013
748,Persons arrested and their disposal by police and court under crime against women,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Persons arrested and their disposal by police and court under crime against women,2,"STATE/UT,CRIME HEAD,Persons in custody or on bail during the stage of investigation at the beginning of the year,Persons arrested during the year,Persons released or freed by Police or Magistrate before trial for want of evidence or any other reason,Persons in custody or on bail during the stage of investigation at the end of the year,Persons in whose cases charge sheets were laid during the year,Persons under trial at the beginning of the year,Total number of persons under trial during the year",Persons arrested and their disposal by police and court under crime against women during 2012 | Persons arrested and their disposal by police and court under crime against women during 2013
749,Persons arrested and their disposal by police and court under crimes committed against Schedule Caste,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Persons arrested and their disposal by police and court under crimes committed against SC,2,"STATE/UT,CRIME HEAD,Persons in custody or on bail during the stage of investigation at the beginning of the year,Persons arrested during the year,Persons released or freed by Police or Magistrate before trial for want of evidence or any other reason,Persons in custody or on bail during the stage of investigation at the end of the year,Persons in whose cases charge sheets were laid during the year,Persons under trial at the beginning of the year,Total number of persons under trial during the year",Persons arrested and their disposal by police and court under crimes committed against Schedule Caste during 2012 | Persons arrested and their disposal by police and court under crimes committed against Schedule Caste during 2013
750,Persons arrested and their disposal by police and court under crimes committed against Schedule Tribe,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Persons arrested and their disposal by police and court under crimes committed against ST,2,"STATE/UT,CRIME HEAD,Persons in custody or on bail during the stage of investigation at the beginning of the year,Persons arrested during the year,Persons released or freed by Police or Magistrate before trial for want of evidence or any other reason,Persons in custody or on bail during the stage of investigation at the end of the year,Persons in whose cases charge sheets were laid during the year,Persons under trial at the beginning of the year,Total number of persons under trial during the year",Persons arrested and their disposal by police and court under crimes committed against Schedule Tribe during 2012 | Persons arrested and their disposal by police and court under crimes committed against Schedule Tribe during 2013
751,Persons arrested and their disposal by police and court under human trafficking,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Persons arrested and their disposal by police and court under human trafficking,2,"STATE/UT,CRIME HEAD,Persons in custody or on bail during the stage of investigation at the beginning of the year,Persons arrested during the year,Persons released or freed by Police or Magistrate before trial for want of evidence or any other reason,Persons in custody or on bail during the stage of investigation at the end of the year,Persons in whose cases charge sheets were laid during the year,Persons under trial at the beginning of the year,Total number of persons under trial during the year",Persons arrested and their disposal by police and court under human trafficking during 2012 | Persons arrested and their disposal by police and court under human trafficking during 2013
752,Persons arrested by sex and age-group under Indian Penal Code (IPC) crimes,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Persons arrested by sex and age-group under Indian Penal Code (IPC) crimes,2,"STATE/UT,CRIME HEAD,Male Below 18 Years,Female Below 18 Years,Male Between 1830 Years,Female Between 1830 Years,Male Between 3045 Years,Female Between 3045 Years,Male Between 4560 Years,Female Between 4560 Years,Male Above 60 Years,Female Above 60 Years,Male Total,Female Total,Grand Total",Persons arrested by sex and age-group under Indian Penal Code (IPC) crimes during 2012 | Persons arrested by sex and age-group under Indian Penal Code (IPC) crimes during 2013
753,Persons arrested by sex and age-group under Special and Local Laws (SLL) crimes,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Persons arrested by sex and age-group under Special and Local Laws (SLL) crimes,2,"STATE/UT,CRIME HEAD,Male Below 18 Years,Female Below 18 Years,Male Between 1830 Years,Female Between 1830 Years,Male Between 3045 Years,Female Between 3045 Years,Male Between 4560 Years,Female Between 4560 Years,Male Above 60 Years,Female Above 60 Years,Male Total,Female Total,Grand Total",Persons arrested by sex and age-group under Special and Local Laws (SLL) crimes during 2012 | Persons arrested by sex and age-group under Special and Local Laws (SLL) crimes during 2013
754,Number of prison inmates trained under different vocational trainings,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Prison inmates trained under different vocational trainings,2,"STATE/UT,YEAR,Vocational trainings program,Number of Prison inmates trained",Number of prison inmates trained under different vocational trainings during 2001-2012 | Number of prison inmates trained under different vocational trainings during 2013
755,Purpose-wise details of Kidnapping and Abduction,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Purpose-wise details of Kidnapping and Abduction,2,"STATE,YEAR,For Adoption,For Begging,For Camel Racing,For illicit intercourse,For Marriage,For Prosititution,For Ransom,For Revenge,For Sale,For Selling BodyParts,For Slavery,For Unlawful Activity,Other Purposes,Total",Purpose-wise details of Kidnapping and Abduction during 2010-2012 | Purpose-wise details of Kidnapping and Abduction during 2013
756,Rank-wise Police strength,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Rank-wise Police strength,2,"STATE/UT,YEAR,DG/ ADG,IG,DIG,SSP/SP/ Ad.SP,ASP/ DySP,Insepctor,Sub Inspector,Asst. Sub Inspector,Head Constable,Below HC above Constable,Constables,TOTAL",Rank-wise Police strength during 2001-2012 | Rank-wise Police strength during 2013
757,Rank-wise women police strength,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Rank-wise women Police strength,2,"STATE/UT,YEAR,DG/ ADG,IG,DIG,SSP/SP/ Ad.SP,ASP/ DySP,Insepctor,Sub Inspector,Asst. Sub Inspector,Head Constable,Below HC above Constable,Constables,TOTAL",Rank-wise women police strength during 2001-2012 | Rank-wise women police strength during 2013
758,Recidivism Amongst Persons Arrested Under IPC Crimes,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Recidivism Amongst Persons Arrested Under IPC Crimes,2,"STATE/UT,YEAR,Total No. Of Persons Arrested,New Offenders,Old Offenders Convicted In The Past  ONCE,Old Offenders Convicted In The Past  TWICE,Old Offenders Convicted In The Past  THRICE",Recidivism Amongst Persons Arrested Under IPC Crimes During 2001-2012 | Recidivism Amongst Persons Arrested Under IPC Crimes during 2013
759,Rehabilitation of prisoners,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Rehabilitation of prisoners,2,"STATE/UT,YEAR,No. of prisoners to whom financial assistance provided on release,No. of convicts  rehabilitated,No. of prisoners to whom legal aid provided",Rehabilitation of prisoners during 2001-2012 | Rehabilitation of prisoners during 2013
760,Religion of inmates at the end of the year,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Religion of inmates,2,"STATE/UT,YEAR,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total",Religion of inmates at the end of the year during 2001-2012 | Religion of inmates at the end of the year during 2013
761,State/UT-wise details of road accident deaths by mode of transport,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",State/UT-wise details of road accident deaths by mode of transport,2,"STATE/UT,Year,CAUSE,Male,Female,Total",State/UT-wise details of road accident deaths by mode of transport during 2001-2012 | State/UT-wise details of road accident deaths by mode of transport during 2013
762,Number of under trial prisoners by period of detention at the end of year,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Under trial prisoners by period of detention,2,"STATE/UT,YEAR,PERIOD OF DETENTION,Male,Female,Total",Number of under trial prisoners by period of detention at the end of year during 2001-2012 | Number of under trial prisoners by period of detention at the end of year during 2013
763,Number of under trial prisoners by the type of IPC offences at the end of the year,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Under trial prisoners by the type of IPC offences,2,"STATE/UT,YEAR,CRIME HEAD,Male 1618 years,Female 1618 years,Total 1618 years,Male 1830 years,Female 1830 years,Total 1830 years,Male 3050 years,Female 3050 years,Total 3050 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total",Number of under trial prisoners by the type of IPC offences at the end of the year during 2001-2012 | Number of under trial prisoners by the type of IPC offences at the end of the year during 2013
764,Number of under trial prisoners by type of offences under Special and Local Laws at the end of the year,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Under trial prisoners by type of offences under Special and Local Laws,2,"STATE/UT,Year,CRIME HEAD,Male 1618 years,Female 1618 years,Total 1618 years,Male 1830 years,Female 1830 years,Total 1830 years,Male 3050 years,Female 3050 years,Total 3050 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total",Number of under trial prisoners by type of offences under Special and Local Laws at the end of the year during 2001-2012 | Number of under trial prisoners by type of offences under Special and Local Laws at the end of the year during 2013
765,Number of women prisoners with children at the end of the year,"Ministry of Home Affairs, Department of States, National Crime Records Bureau (NCRB)",Women prisoners with children,2,"STATE/UT,YEAR,No. of Convict Women Prisoners with Children,No. of Children of Convict Women Prisoners,No. of Under trial Women Prisoners with Children,No. of children of Under trial Women Prisoners,No. of Detenues Women Prisoners with Children,No. of children of Detenues Women Prisoners,No. of Other Women Prisoners with Children,No. of children of  Other Women Prisoners,Total No. of Women Prisoners with Children,Total No. of children of  Women Prisoners",Number of women prisoners with children at the end of the year during 2001-2012 | Number of women prisoners with children at the end of the year during 2013
766,VAT and GST Collection FY 2015 to 2018: Patna,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Bihar, Patna",VAT and GST: Patna,2,"City Name,Year,Total VAT/GST collection during the year in INR",VAT and GST Collection FY 2015 to 2018: Patna | VAT and GST Collection FY 2015 to 2018: Patna
157,Class-wise Gross enrolment ratio (GER),"Ministry of Education, Department of Higher Education",Gross enrolment ratio (GER),2,"Year,All Categories  Classes IV610 Years  Boys,All Categories  Classes IV610 Years  Girls,All Categories  Classes IV610 Years  Total,All Categories  Classes VIVIII1113 Years  Boys,All Categories  Classes VIVIII1113 Years  Girls,All Categories  Classes VIVIII1113 Years  Total,All Categories  Classes IVIII613 Years  Boys,All Categories  Classes IVIII613 Years  Girls,All Categories  Classes IVIII613 Years  Total,Scheduled Caste Category  Classes IV610 Years  Boys,Scheduled Caste Category  Classes I",Class-wise Gross enrolment ratio (GER) from 1950-51 to 2009-10 | Class-wise Gross enrolment ratio (GER) from 1950-51 to 2010-11
151,Class-wise Gender parity index (GPI) of All categories students,"Ministry of Education, Department of Higher Education",Gender parity index (GPI),2,"States/Union Territories,Classes IV,Classes VIVIII,Classes IVIII,Classes IXX,Classes IX,Classes XIXII,Classes IXXII,Classes IXII",Class-wise Gender parity index (GPI) of All categories students for 2008-09 | Class-wise Gender parity index (GPI) of All categories students for 2009-10
769,Clone of Rajkot Death Cause,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Rajkot",Rajkot Municipal Corporation : Birth and Death,2,"City,Cause of Death,Gender,Less than 1 year,1  4 years,5  14 years,15  24 years,25  34 years,35  44 years,45  54 years,55  64 years,65  69 years,above 70 years ,Total",Clone of Rajkot Death Cause 2013 | Clone of Rajkot Death Cause 2014
152,Class-wise Gender parity index (GPI) of Scheduled Caste,"Ministry of Education, Department of Higher Education",Gender parity index (GPI),2,"States/Union Territories,Classes IV,Classes VIVIII,Classes IVIII,Classes IXX,Classes IX,Classes XIXII,Classes IXXII,Classes IXII",Class-wise Gender parity index (GPI) of Scheduled Caste for 2008-09 | Class-wise Gender parity index (GPI) of Scheduled Caste for 2009-10
153,Class-wise Gender parity index (GPI) of Scheduled Tribe,"Ministry of Education, Department of Higher Education",Gender parity index (GPI),2,"States/Union Territories,Classes IV,Classes VIVIII,Classes IVIII,Classes IXX,Classes IX,Classes XIXII,Classes IXXII,Classes IXII",Class-wise Gender parity index (GPI) of Scheduled Tribe for 2008-09 | Class-wise Gender parity index (GPI) of Scheduled Tribe for 2009-10
154,Class-wise Gender parity index (GPI),"Ministry of Education, Department of Higher Education",Gender parity index (GPI),2,"Year,Classes IV610 Years  All,Classes IV610 Years  SC,Classes IV610 Years  ST,Classes VIVIII1113 Years  All,Classes VIVIII1113 Years  SC,Classes VIVIII1113 Years  ST,Classes IVIII613 Years  All,Classes IVIII613 Years  SC,Classes IVIII613 Years  ST",Class-wise Gender parity index (GPI) from 1950-51 to 2009-10 | Class-wise Gender parity index (GPI) from 1950-51 to 2010-11
773,Surat: Digital Payment Details,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Gujarat, Surat",Digital Payments: Surat,2,"City_Name,Year,Month,Total_Tax_Collection,Total_Digital_Tax_Collection,Total_Water_Charge_Collection,Total_Water_Charge_Collection_Digital,Total_Bus_Ticket_Collection,Total_Bus_Ticket_Collection_Digital",Surat: Digital Payment Details 2017-18 | Surat: Digital Payment Details 2018-19
155,Gender parity index (GPI) for higher classes,"Ministry of Education, Department of Higher Education",Gender parity index (GPI),2,"Year,Classes IXX1415 Years  All,Classes IXX1415 Years  SC,Classes IXX1415 Years  ST,Classes IX615 Years  All,Classes IX615 Years  SC,Classes IX615 Years  ST,Classes XIXII1617 Years  All,Classes XIXII1617 Years  SC,Classes XIXII1617 Years  ST,Classes IXXII1417 Years  All,Classes IXXII1417 Years  SC,Classes IXXII1417 Years  ST,Classes IXII617 Years  All,Classes IXII617 Years  SC,Classes IXII617 Years  ST",Gender parity index (GPI) for higher classes from 2001-02 to 2009-10 | Gender parity index (GPI) for higher classes from 2001-02 to 2010-11
156,Class-wise Gross enrolment ratio (GER) of All categories of students,"Ministry of Education, Department of Higher Education",Gross enrolment ratio (GER),2,"States / Union Territories,All Categories  Classes IV610 Years  Boys,All Categories  Classes IV610 Years  Girls,All Categories  Classes IV610 Years  Total,All Categories  Classes VIVIII1113 Years  Boys,All Categories  Classes VIVIII1113 Years  Girls,All Categories  Classes VIVIII1113 Years  Total,All Categories  Classes IVIII613 Years  Boys,All Categories  Classes IVIII613 Years  Girls,All Categories  Classes IVIII613 Years  Total,All Categories  Classes IXX1415 Years  Boys,All Categories  Class",Class-wise Gross enrolment ratio (GER) of All categories of students for 2010-11 | Class-wise Gross enrolment ratio (GER) of All categories of students for 2011-12
170,State-wise list of stand-alone institutions,"Ministry of Education, Department of Higher Education",Institutions (AISHE Survey),2,"State,District,Degree awarded by University,Management,Name of the Institution,Location Rural / Urban,Womens Institution Yes/No",State-wise list of stand-alone institutions - 2011-2012 | State-wise list of stand-alone institutions - 2012-2013
160,Class-wise Gross enrolment ratio (GER) of Scheduled Caste,"Ministry of Education, Department of Higher Education",Gross enrolment ratio (GER),2,"States/Union Territories,Classes IV610 Years  Boys,Classes IV610 Years  Girls,Classes IV610 Years  Total,Classes VIVIII1113 Years  Boys,Classes VIVIII1113 Years  Girls,Classes VIVIII1113 Years  Total,Classes IVIII613 Years  Boys,Classes IVIII613 Years  Girls,Classes IVIII613 Years  Total,Classes IXX1415 Years  Boys,Classes IXX1415 Years  Girls,Classes IXX1415 Years  Total,Classes IX615 Years  Boys,Classes IX615 Years  Girls,Classes IX615 Years  Total,Classes XIXII1617 Years  Boys,Classes XIXII16",Class-wise Gross enrolment ratio (GER) of Scheduled Caste for 2008-09 | Class-wise Gross enrolment ratio (GER) of Scheduled Caste for 2009-10
161,Class-wise Gross enrolment ratio (GER) of Scheduled Tribe,"Ministry of Education, Department of Higher Education",Gross enrolment ratio (GER),2,"States/Union Territories,Classes IV610 Years  Boys,Classes IV610 Years  Girls,Classes IV610 Years  Total,Classes VIVIII1113 Years  Boys,Classes VIVIII1113 Years  Girls,Classes VIVIII1113 Years  Total,Classes IVIII613 Years  Boys,Classes IVIII613 Years  Girls,Classes IVIII613 Years  Total,Classes IXX1415 Years  Boys,Classes IXX1415 Years  Girls,Classes IXX1415 Years  Total,Classes IX615 Years  Boys,Classes IX615 Years  Girls,Classes IX615 Years  Total,Classes XIXII1617 Years  Boys,Classes XIXII16",Class-wise Gross enrolment ratio (GER) of Scheduled Tribe for 2008-09 | Class-wise Gross enrolment ratio (GER) of Scheduled Tribe for 2009-10
162,High school examination pass percentage,"Ministry of Education, Department of Higher Education",High school examination pass percentage,2,"Year,All Categories  Boys,All Categories  Girls,All Categories  Total,Scheduled Caste  Boys,Scheduled Caste  Girls,Scheduled Caste  Total,Scheduled Tribe  Boys,Scheduled Tribe  Girls,Scheduled Tribe  Total",High school examination pass percentage during 2005-2009 | High school examination pass percentage during 2005-2010
780,Water Revenue Data Bengaluru,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Karnataka, Bengaluru",Water Tax: Bengaluru,2,"City Name,Zone Name,Ward Name,Ward No.,Water tax billed in INR lakhsTotal201314,Water tax billed in INR lakhsCommercial201314,Water tax billed in INR lakhsResidential201314,Water tax billed in INR lakhsTotal201415,Water tax billed in INR lakhsCommercial201415,Water tax billed in INR lakhsResidential201415,Water tax billed in INR lakhsTotal201516,Water tax billed in INR lakhsCommercial201516,Water tax billed in INR lakhsResidential201516,Water tax billed in INR lakhsTotal201617,Water tax billed i",Water Revenue Data Bengaluru from 2013-14 to 2017-18 | Water Revenue Data Bengaluru from 2013-14 to 2017-18
781,Education Data : Mangaluru,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Karnataka, Mangaluru",Education Data : Mangaluru,2,"City Name,Zone Name,Ward Name,201516  Total No. of Schools within corporation city limits,201617  Total No. of Schools within corporation city limits,201718  Total No. of Schools within corporation city limits,201516  Total No. of School Aged population age 5  Total,201617  Total No. of School Aged population age 5  Total,201718  Total No. of School Aged population age 5  Total,201516  Total No. of School Aged population age 5  Male,201617  Total No. of School Aged population age 5  Male,201718 ",Education Data : Mangaluru: 2015-16 to 2017-18 | Education Data : Mangaluru from 2015-16 to 2017-18
782,Community Facilities : Shivamogga,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Karnataka, Shivamogga",Community Facilities : Shivamogga,2,"City Name,Zone Name,Ward Name,Ward  No ,Type Community Hall / Auditorium / Convention Center / Swimming Pools / Sports Ground / Theatre,Facility Name,Capacity wherever applicable,,,,,,,,,,,",Community Facilities : Shivamogga 2018-19 | Community Facilities : Shivamogga : 2018-19
783,Services through ICCC,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Karnataka, Shivamogga",Services through ICCC :Shivamogga  ,2,"City Name,ListofCitizenCentricServices,AvailableOnline_YesorNo,IntegratedwithICCC_YesorNo",Services through ICCC: 2021  | Services through ICCC-2021
784,Cultural Heritage Data: Thiruvananthapuram,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Kerala, Tiruvanantapuram",Cultural Heritage: Thiruvananthapuram,2,"City Name,Zone Name,Name of heritage,Nature of heritage open space monuments street etc.,Heritage use,Age of heritage in Years",Cultural Heritage Data: Thiruvananthapuram | Cultural Heritage Data: Thiruvananthapuram 2021
785,City Profile of Ujjain : As on,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Madhya Pradesh, Ujjain",City Profile of Ujjain,2,"City Name,Zone Name,Ward Name,Ward No.,Area _in_sq_km,Total Population_in_thousands,Population  Male_in thousands,Population  female_in_thousands,population  children aged 014_in_thousands,Population  youth aged 1524_in thousands,Population  adults aged 2560_in_thousands,percentage_of_age_population  Senior citizens aged 60_above_in_thousands",City Profile of Ujjain : As on 2018 | City Profile of Ujjain : As on 2018
786,Recovery Ujjain,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Madhya Pradesh, Ujjain",Covid 19 Ujjain,2,"Date,Sample,Datewise Recovery,Recovery, Recovery Rate ",Recovery Ujjain 2021 | Recovery Ujjain 2022
787,Property Tax Data : Nagpur,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Maharashtra, Nagpur",Property Tax: Nagpur,2,"City Name,Zone Name,Ward Name,Ward No.,201314  Property Tax Collection in crores  Residential,201415  Property Tax Collection in crores  Residential,201516  Property Tax Collection in crores  Residential,201617  Property Tax Collection in crores  Residential,201718  Property Tax Collection in crores  Residential,201314  Property Tax Demand in crores  Residential,201415  Property Tax Demand in crores  Residential,201516  Property Tax Demand in crores  Residential,201617  Property Tax Demand in cr",Property Tax Data : Nagpur 2013-18 | Property Tax Data : Nagpur : 2013-18
788,Digital Payments : Pimpri Chinchwad,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Maharashtra, Pimpri Chinchwad",Digital Payments : Pimpri Chinchwad,2,"City Name,Month,Amount collected from citizens by Municipal Corporation / smart city for various services such as Property Tax etc.  Total Collection,Amount collected from citizens by Municipal Corporation / smart city for various services such as Property Tax etc.  Amount Collected as digital payment noncash non cheque,Domestic Water charges by water utilities/Water authority/ Local body  Total Collection,Domestic Water charges by water utilities/Water authority/ Local body  Amount Collected as",Digital Payments : Pimpri Chinchwad : 2017-18 | Digital Payments : Pimpri Chinchwad - 2022
789,Admitted Patient Status : Pimpri Chinchwad,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Maharashtra, Pimpri Chinchwad",Health-Infrastructure : Pimpri-Chinchwad,2,"code200,message,caseDailyStatusPIDP2459148,patientCurrentSituationModerate Symptomatic,PIDP2481308,patientCurrentSituationMild Symptomatic,PIDP2478209,patientCurrentSituationMild Symptomatic,PIDP2478268,patientCurrentSituationMild Symptomatic,PIDP2478872,patientCurrentSituationMild Symptomatic,PIDP2480741,patientCurrentSituationMild Symptomatic,PIDP2480633,patientCurrentSituationMild Symptomatic,PIDP2480934,patientCurrentSituationMild Symptomatic,PIDP2481753,patientCurrentSituationMild Symptomat",Admitted Patient  Status : Pimpri Chinchwad - 2022 | Admitted Patient  Status : Pimpri Chinchwad - 2022
790,Property Tax Shillong,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Meghalaya, Shillong",Property Tax Shillong,2,"City Name,Zone Name,Ward Name,Ward No.,201314  Property Tax Collection in crores  Residential,201415  Property Tax Collection in crores  Residential,201516  Property Tax Collection in crores  Residential,201617  Property Tax Collection in crores  Residential,201718  Property Tax Collection in crores  Residential,201314  Property Tax Demand in crores  Residential,201415  Property Tax Demand in crores  Residential,201516  Property Tax Demand in crores  Residential,201617  Property Tax Demand in cr",Property Tax Shillong 2018 | Property Tax Shillong 2018
791,Households : Aizawl,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Mizoram, Aizawl",City Profile : Aizawl,2,"City Name,Zone Name,Ward Name,Ward No.,Total no. of Households",Households : Aizawl : 2018 | Households : Aizawl : 2018
792,Education 2019 : Aizawl,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Mizoram, Aizawl",Education : Aizawl,2,"City Name,Zone Name,Ward Name,Total No. of Schools within corporation city limits,,,Total No. of School Aged population age 5  Total,Total No. of School Aged population age 5  Total,Total No. of School Aged population age 5  Total,Total No. of School Aged population age 5  Male,Total No. of School Aged population age 5  Male,Total No. of School Aged population age 5  Male,Total No. of School Aged population5  Female,Total No. of School Aged population5  Female,Total No. of School Aged population",Education 2019 : Aizawl | Education 2019 : Aizawl
793,Mortality : Aizawl,"Ministry of Housing and Urban Affairs, Smart Cities Mission, Mizoram, Aizawl",Mortality Rate : Aizawl,2,"City Name,Total No. of Live Births in Thousands 201314,Total No. of Live Births in Thousands 201415,Total No. of Live Births in Thousands201516,Total No. of Live Births in Thousands201617,Total No. of Live Births in Thousands201718,No. of Deaths  Total in Thousands 201314,No. of Deaths  Total in Thousands201415,No. of Deaths  Total in Thousands 201516,No. of Deaths  Total in Thousands 201617,No. of Deaths  Total in Thousands201718,No. of Deaths  Male in Thousands201314,No. of Deaths  Male in Tho",Mortality : Aizawl : 2018 | Mortality : Aizawl : 2018
