Collection,n_rows,flags,contrasting_or_subset,n_unexplained_tokens,unexplained_tokens,n_states,merge_add_columns,sample_titles
State/UT-wise Crime Committed by Juveniles Children Indian Penal Code (IPC) Crimes and Special and Local Laws (SLL),2,unexplained,,2,ut uts,0,,State/UTs-wise Crime Committed by Juveniles Children Indian Penal Code and Crimes Special & Local Laws (IPC+SLL) from 2019 to 2021 | State/UT-wise Crime Committed by Juveniles Children Indian Penal Code (IPC) Crimes and Special and Local Laws (SLL) from 2021 to 2023
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) (schema 3),4,unexplained,,2,caste tribe,0,,Crime Head-wise Police Disposal of Crime/Atrocities against Scheduled Caste(s) during 2021 | Crime Head-wise Police Disposal of Crime/Atrocities against Scheduled Tribe(s) during 2021
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) (schema 7),2,unexplained,,2,caste tribe,0,,Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) during 2021 | Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) during 2021
State/UT-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) (schema 6),2,unexplained,,2,caste tribe,0,,State/UTs-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) during 2021 | State/UTs-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) during 2021
Crime Head-wise Disposal of Persons Arrested for Crime/Atrocities against Scheduled Caste(s) (schema 4),2,unexplained,,2,caste tribe,0,,Crime Head-wise Disposal of Persons Arrested for Crime/Atrocities against Scheduled Caste(s) during 2021 | Crime Head-wise Disposal of Persons Arrested for Crime/Atrocities against Scheduled Tribe(s) during 2021
State/UT-wise Disposal of Persons Arrested for Crime/Atrocities against Scheduled Caste(s) (schema 4),2,unexplained,,2,caste tribe,0,,State/UTs-wise Disposal of Persons Arrested for Crime/Atrocities against Scheduled Caste(s) during 2021 | State/UTs-wise Disposal of Persons Arrested for Crime/Atrocities against Scheduled Tribe(s) during 2021
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 5),3,unexplained,,2,caste tribe,0,,Crime Head-wise Police Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2021 | Crime Head-wise Police Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2021
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 19),2,unexplained,,2,caste tribe,0,,State/City-wise Police Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2021 | State/City-wise Police Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2021
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 13),2,unexplained,,2,caste tribe,0,,Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2021 | Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2021
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 11),2,unexplained,,2,caste tribe,0,,State/City-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2021 | State/City-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2021
State/UT-wise Economic Offences (schema 3),2,unexplained,,2,ut uts,0,,State/UTs-wise Economic Offences from 2019 to 2021 | State/UT-wise Economic Offences from 2021 to 2023
State/UT-wise Police Disposal of Economic Offences (schema 1),2,unexplained,,2,ut uts,0,,State/UTs-wise Police Disposal of Economic Offences during 2021 | State/UT-wise Police Disposal of Economic Offences during 2023
State/UT-wise Disposal of Persons Arrested under Economic Offences (schema 2),2,unexplained,,2,ut uts,0,year,State/UTs-wise Disposal of Persons Arrested for Economic Offences during 2021 | State/UT-wise Disposal of Persons Arrested for Economic Offences during 2023
State/UT-wise Cyber Crimes (schema 2),2,unexplained,,2,ut uts,0,,State/UTs-wise Cyber Crimes from 2019 to 2021 | State/UT-wise Cyber Crimes from 2021 to 2023
State/UT-wise Police Disposal of Cyber Crime Cases (schema 1),2,unexplained,,2,ut uts,0,,State/UTs-wise Police Disposal of Cyber Crime Cases during 2021 | State/UT-wise Police Disposal of Cyber Crime Cases during 2023
State/UT-wise Cyber Crimes Against Children (schema 2),2,unexplained,,2,ut uts,0,year,State/UTs-wise Cyber Crimes against Children during 2021 | State/UT-wise Cyber Crimes against Children during 2023
State/UT-wise Offences against State (schema 2),2,unexplained,,2,ut uts,0,,State/UTs-wise Offences against State from 2019 to 2021 | State/UT-wise Offences against State from 2021 to 2023
State/UT-wise Environment Related Offences (schema 2),2,unexplained,,2,ut uts,0,,State/UTs-wise Environment Related Offences from 2019 to 2021 | State/UT-wise Environment Related Offences from 2021 to 2023
State/UT-wise Police Disposal of Environment Related Offences (schema 1),2,unexplained,,2,ut uts,0,,State/UTs-wise Police Disposal of Environment Related Offences during 2021 | State/UT-wise Police Disposal of Environment Related Offences during 2023
State/UT-wise Disposal of Persons Arrested for Environment Related Offences (schema 2),2,unexplained,,2,ut uts,0,year,State/UTs-wise Disposal of Persons Arrested for Environment Related Offences during 2021 | State/UT-wise Disposal of Persons Arrested for Environment Related Offences during 2023
State/UT-wise Incidence and Rate of Violent Crimes (schema 5),2,unexplained,,2,ut uts,0,,State/UTs-wise Violent Crimes (Incidence & Crime Rate) during 2019 to 2021 | State/UT-wise Violent Crimes (Incidence and Crime Rate) from 2021 to 2023
State/UT-wise Murder Cases (schema 2),2,unexplained,,2,ut uts,0,,State/UTs-wise Murder Cases from 2019 to 2021 | State/UT-wise Murder Cases from 2021 to 2023
Crime Head-wise Period of Special and Local Law (SLL) for Cases Pending Investigation,2,unexplained,,2,law laws,0,,Crime Head-wise Period of Special and Local Law (SLL) for Cases Pending Investigation during 2022 | Crime Head-wise Period of Special and Local Laws (SLL) Cases Pending Investigation during 2023
Crime Head-wise Time taken for Submitting Final Report in Special and Local Law (SLL) Crimes,2,unexplained,,2,law laws,0,year,Crime Head-wise Time taken for Submitting Final Report in Special and Local Law (SLL) Crimes during 2022 | Crime Head-wise Time taken for Submitting Final Report in Special and Local Laws (SLL) Crimes during 2023
State/UT-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) (schema 9),2,unexplained,,2,caste tribe,0,,State/UT-wise Number of Police Disposal of Crime/Atrocities against Scheduled Tribe(s) during 2022 | State/UT-wise Number of Police Disposal of Crime/Atrocities against Scheduled Caste(s) during 2022
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) (schema 4),2,unexplained,,2,caste tribe,0,,Crime Head-wise Number of Court Disposal of Crime/Atrocities against Scheduled Tribe(s) during 2022 | Crime Head-wise Number of Court Disposal of Crime/Atrocities against Scheduled Caste(s) during 2022
State/UT-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) (schema 5),2,unexplained,,2,caste tribe,0,,State/UT-wise Number of Court Disposal of Crime/Atrocities against Scheduled Tribe(s) during 2022 | State/UT-wise Number of Court Disposal of Crime/Atrocities against Scheduled Caste(s) during 2022
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 21),2,unexplained,,2,caste tribe,0,,Crime Head-wise Number of Police Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2022 | Crime Head-wise Number of Police Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2022
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 18),2,unexplained,,2,caste tribe,0,,City-wise Number of Police Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2022 | City-wise Number of Police Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2022
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 8),2,unexplained,,2,caste tribe,0,,Crime Head-wise Number of Court Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2022 | Crime Head-wise Number of Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2022
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 6),2,unexplained,,2,caste tribe,0,,City-wise Number of Court Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2022 | City-wise Number of Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2022
Crime Head-wise Number of Juveniles Apprehended IPC Crimes in Metropolitan Cities,2,unexplained,,2,ipc sll,0,,Crime Head-wise Number of Juveniles Apprehended IPC Crimes in Metropolitan Cities during 2022 | Crime Head-wise Number of Juveniles Apprehended SLL Crimes in Metropolitan Cities during 2022
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) (schema 8),2,unexplained,,2,caste tribe,0,,Crime Head-wise Number of Police Disposal of Crime/Atrocities against Scheduled Caste(s) during 2022 | Crime Head-wise Number of Police Disposal of Crime/Atrocities against Scheduled Tribe(s) during 2022
Crime Head-wise Disposal of Persons Arrested for Crime/Atrocities against Scheduled Caste(s) (schema 2),4,unexplained,,2,during2022 number,0,year,Crime Head-wise Number of Disposal of Persons Arrested for Crime/Atrocities against Scheduled Caste(s) during2022 | Crime Head-wise Number of Disposal of Persons Arrested for Crime/Atrocities against Scheduled Caste(s) during 2022
State/UT-wise Number of Types of Prison Inmates in Open Jails (schema 1),2,unexplained,,2,open sub,0,,State/UT-wise Number of Types of Prison Inmates in Sub-Jails as on 31st December 2022 | State/UT-wise Number of Types of Prison Inmates in Open Jails as on 31st December 2022
State/UT-wise Number of Convicts (Indian Prisoners) in Jails by Gender and Age-groups as on 31-12 (schema 2),2,unexplained,,2,convicts other,0,,State/UT-wise Number of Convicts (Indian Prisoners) in Jails by Gender and Age-groups as on 31st December 2022 | State/UT-wise Number of Other Indian Prisoners in Jails by Gender and Age-groups as on 31st December 2022
State/UT-wise Classification of Railway Accidents (schema 2),2,unexplained,,2,ut uts,0,year,State/UTs-wise  Classification of Railway Accidents during 2022 | State/UT-wise Classification of Railway Accidents during 2023
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) (schema 5),2,unexplained,,2,caste tribe,0,,Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) during 2023 | Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) during 2023
State/UT-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) (schema 4),2,unexplained,,2,caste tribe,0,,State/UT-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) during 2023 | State/UT-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) during 2023
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 20),2,unexplained,,2,caste tribe,0,,City-wise Police Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2023 | City-wise Police Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2023
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 9),2,unexplained,,2,caste tribe,0,,Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2023 | Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2023
Crime Head-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities (schema 7),2,unexplained,,2,caste tribe,0,,City-wise Court Disposal of Crime/Atrocities against Scheduled Caste(s) in Metropolitan Cities during 2023 | City-wise Court Disposal of Crime/Atrocities against Scheduled Tribe(s) in Metropolitan Cities during 2023
State/UT-wise All Uniform Police Personnel Injured on Duty (schema 1),2,unexplained,,2,injured killed,0,,State/UT-wise All Uniform Police Personnel Killed on Duty during 2023 | State/UT-wise All Uniform Police Personnel Injured on Duty during 2023
State/UT-wise Types of Prison Inmates in Open Jails as on 31-12 (schema 1),2,unexplained,,2,open sub,0,,State/UT-wise Types of Prison Inmates in Sub-Jails as on 31-12-2023 | State/UT-wise Types of Prison Inmates in Open Jails as on 31-12-2023
"Summary of B.E. 2009-10 vis-a-vis releases up to December, 2009 (NON PLAN)",2,unexplained,,1,non,0,,"Summary of B.E. 2009-10 vis-a-vis releases up to December, 2009 (NON PLAN) | Summary of B.E. 2009-10 vis-a-vis releases up to December, 2009 (PLAN)"
ICAR Publication Repository as on Date: Indian Agricultural Research Institute Collection,2,unexplained,,1,statistics,0,,ICAR Publication Repository as on Date: Indian Agricultural Statistics Research Institute Collection | ICAR Publication Repository as on Date: Indian Agricultural Research Institute Collection
ICAR Publication Repository as on Date: Central Institute for Cotton Research Collection,2,unexplained,,1,technology,0,,ICAR Publication Repository as on Date:  Central Institute for Research on Cotton Technology Collection | ICAR Publication Repository as on Date:  Central Institute for Cotton Research Collection
Staff Strength of Air (schema 1),3,unexplained,,1,go,1,,Staff Strength of Air India from 2007-08 to 2015-16 | Staff Strength of Go Air from 2007-08 to 2015-16
Fleet Size of Air (schema 1),3,unexplained,,1,go,1,,Fleet Size of Air India from 2007-08 to 2015-16 | Fleet Size of Go Air from 2007-08 to 2015-16
Percentage Growth in Scheduled Passenger Traffic of Air India Express,2,unexplained,,1,yearly,1,,Percentage Growth in Scheduled Passenger Traffic of Air India Express from 2007-08 to 2015-16 | Yearly Percentage Growth in scheduled Passenger Traffic of Air India Express from 2007-08 to 2016-17
Percentage Growth in Scheduled Passenger Traffic of Spicejet,2,unexplained,,1,yearly,0,,Percentage Growth in Scheduled Passenger Traffic of Spicejet from  2007-08 to 2015-16 | Yearly Percentage Growth in scheduled Passenger Traffic of Spicejet from 2007-08 to 2016-17
Percentage Growth in Scheduled Cargo Traffic of Air India Express,2,unexplained,,1,yearly,1,,Percentage Growth in Scheduled Cargo Traffic of Air India Express from 2007-08 to 2015-16 | Yearly Percentage Growth in scheduled Cargo Traffic of Air India Express from 2007-08 to 2016-17
Percentage Growth in Scheduled Cargo Traffic of Indigo,2,unexplained,,1,yearly,0,,Percentage Growth in Scheduled Cargo Traffic of Indigo from 2007-08 to 2015-16 | Yearly Percentage Growth in scheduled Cargo Traffic of Indigo from 2007-08 to 2016-17
Percentage Growth in Scheduled Cargo Traffic of Jetlite,2,unexplained,,1,yearly,0,,Percentage Growth in Scheduled Cargo Traffic of Jetlite from 2007-08 to 2015-16 | Yearly Percentage Growth in scheduled Cargo Traffic of Jetlite from 2007-08 to 2016-17
Percentage Growth in Scheduled Cargo Traffic of Spicejet,2,unexplained,,1,yearly,0,,Percentage Growth in Scheduled Cargo Traffic of Spicejet from 2007-08 to 2015-16 | Yearly Percentage Growth in scheduled Cargo Traffic of Spicejet from 2007-08 to 2016-17
Percentage Growth in Scheduled Cargo Traffic of Vistara,2,unexplained,,1,yearly,0,,Percentage Growth in Scheduled Cargo Traffic of Vistara from 2007-08 to 2015-16 | Yearly Percentage Growth in scheduled Cargo Traffic of Vistara from 2007-08 to 2016-17
Percentage Growth in Passenger - Kilometres Performed of Air India Express,2,unexplained,,1,yearly,1,,Percentage Growth in Passenger - Kilometres Performed of Air India Express from 2007-08 to 2015-16 | Yearly Percentage Growth in Passenger - Kilometres Performed of Air India Express from 2007-08 to 2016-17
Percentage Growth in Passenger - Kilometres Performed of All Scheduled Indian Airlines,2,unexplained,,1,yearly,0,,Percentage Growth in Passenger - Kilometres Performed of All Scheduled Indian Airlines from 2007-08 to 2015-16 | Yearly Percentage Growth in Passenger - Kilometres Performed of All Scheduled Indian Airlines from 2007-08 to 2016-17
Monthly Traffic and Operating Statistics of Quikjet Cargo on Non-Scheduled Domestic Services (schema 1),2,unexplained,,1,non,0,,Monthly Traffic and Operating Statistics of Quikjet Cargo on Non-Scheduled Domestic Services during 2017 | Monthly Traffic and Operating Statistics of Quikjet Cargo on Scheduled Domestic Services during 2017
State wise IEMs Implemented by Industrial Undertakings during August 1991 to June,10,unexplained,,1,industry,0,year,Industry wise IEMs Implemented by Industrial Undertakings during August 1991 to June 2013 | Industry wise IEMs Implemented by Industrial Undertakings during August 1991 to October 2013
Year-wise Industrial Investment Proposals Received From Industrial Undertakings During August 1991 to June,17,unexplained,,1,industry,0,year,Industry-wise Investment Proposals Received from Industrial Undertakings during August 1991 to June 2013 | Industry-wise Investment Proposals Received from Industrial Undertakings during August 1991 to October 2013
State-wise IEMs implemented by industrial undertakings based on Part B of the IEM form from August 1991 to April,6,unexplained,,1,b,0,,State-wise IEMs implemented by industrial undertakings based on Part B of the IEM form from August 1991 to April 2017 | State-wise IEMs implemented by industrial undertakings based on part A of the IEM form from August 1991 to April 2017
Industry-wise investment intentions in terms of IEMs filed and LOIs/DILs issued from August 1991 to April,6,unexplained,,1,industry,0,,State wise investment intentions in terms of IEMs filed and LOIs/DILs issued from August 1991 to April 2017 | Industry-wise investment intentions in terms of IEMs filed and LOIs/DILs issued from August 1991 to April 2017
Industry-wise IEM part-A data on Investment and Employment from August 1991 to till last month,2,unexplained,,1,industry,0,,Industry-wise IEM part-A data on Investment and Employment from August 1991 to till last month | State-wise IEM part-A data on Investment and Employment from August 1991 to till last month
Pay News Channels carrying more than 12 minutes average duration per hour of Advertisements during peak hours for the period 28 September To 27 December,2,unexplained,,1,non,0,year,Pay Non-news Channels carrying more than 12 minutes average duration per  hour of Advertisements during peak hours for the period 28 September to 27 December 2015 | Pay News Channels carrying more than 12 minutes average duration per  hour of Advertisements during peak hours for the period 28 September To 27 December 2015
Year-wise PSU Telecom Subscribers,2,unexplained,,1,psu,1,year,Year-wise Telecom Subscribers from 2008 to 2022  | Year-wise PSU Telecom Subscribers in India from 2008 to 2022
Daily retail price of Atta (Wheat),2,unexplained,,1,atta,0,year,Daily retail price of Atta (Wheat) upto April - 2015 | Daily retail price of Wheat upto April - 2015
Weekly retail price of Atta (Wheat),2,unexplained,,1,atta,0,year,Weekly retail price of Atta (Wheat) upto 2012 | Weekly retail price of Wheat upto 2012
Daily wholesale price of Atta (Wheat),2,unexplained,,1,atta,0,year,Daily wholesale price of Atta (Wheat) upto April - 2015 | Daily wholesale price of Wheat upto April - 2015
Weekly wholesale price of Atta (Wheat),2,unexplained,,1,atta,0,year,Weekly wholesale price of Atta (Wheat) upto 2012 | Weekly wholesale price of Wheat upto 2012
State-wise Distribution of Number of Active Government Companies Limited by Shares,2,unexplained,,1,non,0,,"State-wise Distribution of  Number of Active Government Companies Limited by Shares as on 31st March, 2014 | State-wise Distribution of  Number of Active Non-Government Companies Limited by Shares as on 31st March, 2014"
Economic Activity wise Active Non-Government Companies,2,unexplained,,1,non,0,," Economic- Activity wise Active Government Companies as on 31st March, 2014 |  Economic Activity wise Active Non-Government Companies as on 31st March, 2014"
State-wise Distribution of Number of Active Non-Government Companies Limited By Shares as on 28.03.2021,2,unexplained,,1,non,0,year,State-wise Distribution of Number of Active Non-Government Companies Limited By Shares as on 28.03.2021 | State-wise Distribution of number of Active Government Companies Limited by Shares As on 28.03.2021
List of North East Special Infrastructure Development Scheme (NESIDS) for Assam since inception to as on date,7,unexplained,,1,schemes,7,state,List of North East Special Infrastructure Development Scheme (NESIDS) for Assam since inception to as on date | List of North East Special Infrastructure Development Scheme (NESIDS) for Manipur since inception to as on date
Seasonal Frequency of Cyclones during Winter,2,unexplained,,1,severe,0,,Seasonal Frequency of Cyclones during Winter from 1891 to 2019 | Seasonal Frequency of Severe Cyclones during Winter from 1891 to 2019
Seasonal Frequency of Cyclones during Winter during the period,2,unexplained,,1,severe,0,,Seasonal Frequency of Cyclones during Winter during the period 1891-2021 | Seasonal Frequency of Severe Cyclones during Winter during the period 1891-2021
State-wise habitations with population 300 or more served by primary school /section (SC Population is 50 % or More) as on Sept (schema 1),2,unexplained,,1,between,0,year,State-wise habitations with population 500 or more served by upper primary schools /sections (SC Population is 50 % or More) as on Sept 2009 | State-wise habitations with population 500 or more served by upper primary schools /sections (SC Population is Between 25-50 %) as on Sept 2009
State-wise number of AIE centres (Both Primary & Upper Primary )under EGS & AIE scheme with enrolment and education volunteers as on Sept (schema 1),2,unexplained,,1,both,0,year,State-wise number of AIE centres (Upper Primary) under EGS & AIE scheme with enrolment and education volunteers as on Sept 2009 | State-wise number of AIE centres (Both Primary & Upper Primary )under EGS & AIE scheme with enrolment and education volunteers as on Sept 2009
"State/UT-wise Number of Population Projection by Gender, Social Groups and Age-Group - Scheduled Castes (SC) (schema 1)",2,unexplained,,1,number,0,year,"State/UT-wise Number of Projected Population by Age Group - Scheduled Castes (SC) by Gender, Social Groups and Age-Group during 2021 | State/UT-wise Scheduled Castes (SC) Projected Population by Gender, Social Groups and Age-group during 2020"
"Budget Provisions, Net of Receipts and Recoveries (schema 1)",2,unexplained,,1,interim,0,year,"Budget Provisions, net of receipts and recoveries for  the year 2019-2020 (Interim) | Budget Provisions, Net of Receipts and Recoveries for 2021-2022"
Details Of Non Tax Revenue,2,unexplained,,1,non,0,year,Details of Tax Revenue 2020-21 to 2022-23 | Details Of Non Tax Revenue 2020-21 to 2022-23
Scheme-wise details of Non Tax Revenue under Union Budget,2,unexplained,,1,non,0,year,Scheme-wise details of Tax Revenue under Union Budget from 2021-22 to 2023-24 | Scheme-wise details of Non Tax Revenue under Union Budget from 2021-22 to 2023-24
State/ Union Territory-wise Fish Production from 2000-01 to 2013-14 (Provisional) (schema 1),2,unexplained,,1,marine,0,,State/ Union Territory-wise Fish Production from 2000-01 to 2013-14 (Provisional) | State/ Union Territory-wise Marine Fish Production from 2000-01 to 2013-14 (Provisional)
Surat : Bus Details (Public Transport) FY 2015-16 to FY,2,unexplained,,1,till,0,,Surat : Bus Details (Public Transport) FY 2015-16 to FY 2018-19 | Surat Bus Details (Public Transport) till FY 2015-16 to FY 2019-20
"Solid Waste Management Efficiency [Ministry of Housing and Urban Affairs, Smart Cities Mission, Rajasthan, Ajmer]",2,unexplained,,1,ajmer,0,,Solid Waste Management Efficiency : Ajmer : 2018 | Solid Waste Management Efficiency : 2021
Property Tax Demand and Actual Collection Data : Rajkot,3,unexplained,,1,vs,0,,Property Tax Demand and Actual Collection Data : Rajkot : 2014 | Property Tax Demand vs Actual Collection Data : Rajkot  : 2016-2017
Chandigarh - Household Profile (Urban) Census,2,unexplained,,1,urban,1,,Household Profile Chandigarh Census 2011 | Chandigarh - Household Profile (Urban) Census - 2011
D28-Infrastructure Distribution: Ahmedabad,2,unexplained,,1,d28,0,,D28-Infrastructure Distribution: Ahmedabad As on Feb 2019 | Infrastructure Distribution : Ahmedabad As on Feb 2019
Public Amenities Data : Thoothukudi,2,unexplained,,1,data,0,,Public Amenities Data : Thoothukudi 2019 | Public Amenities Thoothukudi 2019 
Pune City Electricity Consumption,2,unexplained,,1,city,0,,Pune City Electricity Consumption as on Dec 2020  | Pune Electricity Consumption
Industry-Wise Distribution Of Working Enterprises By Type Of Organisation (Fourth All India Census of MSME: Registered Sector),2,unexplained,,1,industry,1,,State Wise Distribution Of Working Enterprises By Type Of Organisation (Fourth All India Census of MSME: Registered Sector) | Industry-Wise Distribution Of Working Enterprises By Type Of Organisation (Fourth All India Census of MSME: Registered Sector)
Industry-Wise Distribution Of Enterprises By Type Of Enterprise (Fourth All India Census of MSME: Unregistered Sector),2,unexplained,,1,industry,1,,State-Wise Distribution Of  Enterprises By Type Of Enterprise  (Fourth All India Census of MSME: Unregistered Sector) | Industry-Wise Distribution Of  Enterprises By Type Of Enterprise  (Fourth All India Census of MSME: Unregistered Sector)
Industry-Wise Distribution Of Enterprises By Main Source Of Energy (Fourth All India Census of MSME 2006-07 : Unregistered Sector),2,unexplained,,1,industry,1,,State-Wise Distribution Of  Enterprises By Main Source Of Energy  (Fourth All India Census of MSME 2006-07 : Unregistered Sector) | Industry-Wise Distribution Of  Enterprises By Main Source Of Energy (Fourth All India Census of MSME 2006-07 : Unregistered Sector)
Industry-Wise Distribution Of Employment By Type Of Enterprise (Fourth All India Census of MSME 2006-07 : Unregistered Sector),2,unexplained,,1,industry,1,,State-Wise Distribution Of Employment  By Type Of Enterprise  (Fourth All India Census of MSME 2006-07 : Unregistered Sector) | Industry-Wise Distribution Of Employment  By Type Of Enterprise  (Fourth All India Census of MSME 2006-07 : Unregistered Sector)
Industry Wise Distribution Of Principal Characteristics (Fourth All India Census of MSME 2006-07: Unregistered Sector),2,unexplained,,1,industry,1,,State Wise Distribution Of Principal Characteristics (Fourth All India Census of MSME 2006-07 : Unregistered Sector) | Industry Wise Distribution Of Principal Characteristics (Fourth All India Census of MSME 2006-07: Unregistered Sector)
Industry Wise Distribution Of Employment By Type Of Enterprise (Fourth All India Census of MSME 2006-07: Registered Sector),2,unexplained,,1,industry,1,,State Wise Distribution Of Employment By Type Of Enterprise (Fourth All India Census of MSME 2006-07: Registered Sector) | Industry Wise Distribution Of Employment By Type Of Enterprise  (Fourth All India Census of MSME 2006-07: Registered Sector)
District Wise Total MSME Registered Enterprises till last date,2,unexplained,,1,service,0,,District Wise Total MSME Registered Enterprises till last date | District Wise Total MSME Registered Service Enterprises till last date
District Wise Total MSME Registered Manufacturing Enterprises till last date,2,unexplained,,1,service,0,,District Wise Total  MSME Registered Manufacturing Enterprises till last date | District Wise Total MSME Registered Manufacturing and Service  Enterprises till last date
District Wise Total MSME Registered Enterprises under UDYAM Registration till last date,2,unexplained,,1,services,0,,District Wise Total MSME Registered Enterprises under UDYAM Registration till last date | District wise Services MSME Registered Enterprises under UDYAM Registration till last date 
Mineral-wise Summary Of Mining Lease Distribution,4,unexplained,,1,31st,0,year,Mineral-wise Summary Of Mining Lease Distribution | Mineral-wise Summary of Mining Lease Distribution as on 31st March 2014
Production and Value of MCDR Minerals,3,unexplained,,1,mcdr,0,year,Production and Value of Minerals during 2007-08 to 2011-12 | Production and Value of MCDR Minerals from 2015-16 to 2017-18
Performance Of Indian Bureau Of Mines During Twelfth Five Year Plan (2012-13 to 2016-17) till March,5,unexplained,,1,till,0,year,"Performance Of Indian Bureau Of Mines During Twelfth Five Year Plan (2012-13 to 2016-17) till March, 2014 | Performance Of Indian Bureau of Mines During Twelfth Five Year Plan (2012-13 to 2016-17) till March, 2015"
State/UT-wise Per Capita Consumption of Petroleum Products,3,unexplained,,1,ut,0,,State/UT-wise Per Capita Consumption of Petroleum Products from 2011-12 to 2017-18 | State/UT-wise Per Capita Consumption of Petroleum Products from 2012-13 to 2018-19
International FOB Prices of Crude Oil and Major Petroleum Products (schema 1),2,unexplained,,1,fob,0,year,International Prices of Crude Oil & Major Petroleum Products from 2011-12 to 2017-18 | International FOB Prices of Crude Oil and Major Petroleum Products from 2012-13 to 2018-19
Traffic handled at New Mangalore port Trust,2,unexplained,,1,trust,0,year,Traffic handled at New Mangalore Port from 1974-75 to 2019-20 | Traffic handled at New Mangalore  port Trust from upto 2020-21
Traffic handled at Kamarajar Port,2,unexplained,,1,up,0,year,Traffic handled at Kamarajar Port from 2001-02 to 2019-20 | Traffic handled at Kamarajar port up to 2020-21
Principal Commodity-wise Traffic handled at New Mangalore Port,2,unexplained,,1,up,0,year,Principal Commodity-wise Traffic handled at New Mangalore Port from 1974-75 to 2019-20 | Traffic handled at  New Mangalore port Principal Commodity-wise up to 2020-21
Traffic handled at Vishakhapatnam port Principal Commodity-wise up,2,unexplained,,1,up,0,year,Traffic handled at Vishakhapatnam Port Principal Commodity-wise upto 2013-14 | Traffic handled at  Vishakhapatnam port Principal Commodity-wise up to 2020-21
